product_id,time_id,customer_id,promotion_id,store_id,store_sales,store_cost,unit_sales
934,1082,2731,0,7,4.40,1.76,4
1304,1082,1559,0,7,1.34,0.50,2
422,1082,3233,0,7,11.01,4.51,3
638,1082,3233,0,7,9.45,4.16,3
1287,1082,8295,0,7,4.20,1.47,3
745,1082,8295,0,7,3.40,1.12,4
401,1082,8295,0,7,2.10,0.69,3
1017,1082,8295,0,7,8.67,3.38,3
728,1082,8295,0,7,7.56,2.34,4
451,1082,8295,0,7,7.12,3.56,4
867,1082,8295,0,7,7.52,3.76,4
1002,1082,1087,0,7,11.04,4.86,4
141,1082,1087,0,7,7.86,3.38,2
817,1082,3052,0,7,3.36,1.31,2
966,1082,3052,0,7,7.47,3.59,3
517,1082,3052,0,7,10.20,4.39,3
307,1082,3052,0,7,5.92,2.37,4
523,1082,3052,0,7,6.88,2.89,4
1070,1082,3146,0,7,10.53,4.42,3
181,1082,3146,0,7,3.72,1.64,4
1363,1082,275,0,7,5.32,2.07,2
1273,1082,275,0,7,6.62,2.52,2
398,1082,275,0,7,1.60,0.59,2
1053,1082,275,0,7,3.70,1.37,2
231,1082,275,0,7,10.60,5.19,4
1107,1082,4638,0,7,8.10,3.08,3
897,1082,4638,0,7,2.16,0.93,4
1113,1082,4638,0,7,2.68,1.31,4
464,1082,4638,0,7,14.24,5.84,4
853,1082,4638,0,7,11.64,3.96,3
830,1082,4638,0,7,7.35,2.87,3
1313,1082,4638,0,7,11.76,5.29,3
1423,1082,4638,0,7,7.11,2.70,3
196,1082,7076,0,7,9.88,3.06,4
80,1082,7076,0,7,14.52,4.79,4
429,1082,7076,0,7,6.04,2.30,4
1468,1082,1416,0,7,3.78,1.70,3
181,1082,1416,0,7,3.72,1.64,4
197,1082,1416,0,7,5.82,2.91,2
979,1082,2289,0,7,7.56,3.63,2
503,1082,2289,0,7,7.44,2.53,4
1518,1082,2289,0,7,10.56,4.22,3
31,1082,2289,0,7,6.20,2.42,4
647,1082,2289,0,7,5.48,1.86,2
1502,1082,2289,0,7,8.43,2.87,3
728,1082,4582,0,7,3.78,1.81,2
1237,1082,4582,0,7,5.50,1.65,2
122,1082,4582,0,7,7.96,3.10,4
1543,1082,3291,0,7,7.44,2.23,3
1493,1082,3291,0,7,15.84,6.34,4
85,1082,3291,0,7,4.08,1.47,3
1194,1082,3291,0,7,8.43,3.20,3
1397,1082,3291,0,7,4.29,2.02,3
56,1082,3291,0,7,2.84,1.05,4
551,1082,3291,0,7,12.84,4.11,4
1354,1082,3291,0,7,2.96,1.45,2
1074,1082,3127,0,7,12.52,4.13,4
586,1082,3127,0,7,5.68,2.61,4
908,1082,3127,0,7,2.07,0.93,3
1384,1082,8546,0,7,5.14,1.70,2
70,1082,8546,0,7,2.91,1.02,3
1312,1082,8546,0,7,4.59,1.74,3
702,1082,8546,0,7,11.52,5.07,3
559,1082,8546,0,7,7.56,2.95,2
292,1072,6584,0,7,5.43,2.33,3
602,1072,6584,0,7,10.70,3.85,5
86,1072,6584,0,7,8.91,3.12,3
76,1072,6584,0,7,5.07,2.03,3
1251,1072,6584,0,7,14.32,6.73,4
841,1072,6584,0,7,7.40,3.33,4
99,1072,6584,0,7,9.44,4.15,4
1295,1072,3936,0,7,5.55,2.11,3
1124,1072,3936,0,7,4.05,1.62,5
808,1072,3936,0,7,4.17,1.33,3
199,1072,3936,0,7,5.01,2.25,3
1515,1072,8475,0,7,2.20,0.88,2
28,1072,8475,0,7,11.73,5.04,3
644,1072,8475,0,7,3.48,1.15,4
1320,1072,2558,0,7,7.98,2.47,3
1443,1072,2558,0,7,6.51,2.21,3
764,1072,2640,0,7,11.43,3.54,3
1113,1072,2640,0,7,2.01,0.86,3
65,1072,2640,0,7,15.04,5.41,4
508,1072,2640,0,7,11.37,4.66,3
1151,1072,2640,0,7,1.24,0.58,2
641,1072,600,0,7,11.94,3.94,3
751,1072,600,0,7,6.57,2.50,3
377,1072,4674,0,7,4.20,1.97,2
793,1072,4674,0,7,11.40,5.24,4
483,1072,6911,0,7,5.82,2.56,3
1205,1072,6911,0,7,10.40,4.37,4
183,1072,6911,0,7,9.64,4.05,4
959,1072,6911,0,7,6.00,1.98,4
190,1072,6911,0,7,14.96,5.98,4
526,1072,6911,0,7,13.50,5.27,6
522,1072,1601,0,7,4.89,1.76,3
672,1072,1601,0,7,6.68,2.40,2
223,1072,1601,0,7,9.57,4.59,3
427,1072,1601,0,7,6.42,2.63,3
1279,1072,1080,0,7,11.84,5.21,4
763,1072,1080,0,7,7.65,3.06,3
753,1072,1080,0,7,5.67,2.10,3
370,1072,1080,0,7,2.76,1.24,3
374,1072,1080,0,7,4.47,1.52,3
1237,1072,3597,0,7,11.00,4.62,4
1281,1072,3597,0,7,5.54,1.72,2
6,1072,3597,0,7,4.60,1.89,4
715,1072,3597,0,7,3.10,1.15,2
245,1072,7193,0,7,4.47,1.39,3
728,1072,7193,0,7,5.67,2.66,3
838,1072,7193,0,7,7.74,3.79,3
921,1072,7193,0,7,4.05,1.30,3
465,1072,8540,0,7,8.85,3.27,3
1078,1072,2818,0,7,3.28,1.25,2
1001,1072,2818,0,7,7.56,2.57,3
818,1072,2818,0,7,4.05,1.26,3
1368,1072,2818,0,7,10.65,4.15,3
1278,1072,2818,0,7,8.46,4.15,3
402,1072,2818,0,7,3.39,1.49,3
1058,1072,2818,0,7,8.28,3.39,3
1428,1072,1256,0,7,11.58,4.86,3
1511,1072,1256,0,7,3.60,1.48,3
1261,1072,1256,0,7,1.80,0.83,3
452,1072,1256,0,7,7.44,2.83,3
908,1072,1256,0,7,2.07,0.64,3
394,1072,1256,0,7,12.52,3.76,4
1476,1072,1256,0,7,6.78,2.44,3
434,1072,2277,0,7,4.26,1.32,3
937,1072,3058,0,7,10.83,3.36,3
261,1072,3058,0,7,6.76,2.91,2
317,1072,3058,0,7,6.54,2.94,3
1293,1072,3058,0,7,2.88,0.95,2
338,1072,3058,0,7,1.71,0.74,3
500,1072,3058,0,7,7.98,3.03,3
501,1072,4496,0,7,4.35,1.87,3
564,1072,6518,0,7,1.98,0.83,3
940,1072,6518,0,7,8.52,2.81,3
98,1072,6355,0,7,3.66,1.68,2
780,1072,6355,0,7,5.68,2.22,2
291,1072,6355,0,7,6.66,2.53,3
614,1072,6355,0,7,11.34,4.88,3
1531,1072,240,0,7,1.53,0.73,3
1548,1072,240,0,7,2.01,0.94,3
40,1072,9621,0,7,2.97,1.01,3
1348,1072,9621,0,7,4.94,2.27,2
539,1072,9621,0,7,7.48,3.37,2
1408,1072,9621,0,7,7.95,3.66,3
772,1072,9621,0,7,3.88,1.24,2
709,1072,9621,0,7,1.14,0.50,2
167,1072,9621,0,7,2.40,1.01,4
1381,1072,9621,0,7,4.34,1.82,2
424,1072,9980,0,7,4.35,1.61,3
1412,1072,9980,0,7,3.66,1.21,2
736,1072,9980,0,7,6.39,2.24,3
1206,1072,9980,0,7,6.86,2.61,2
623,1072,9980,0,7,5.40,2.54,3
813,1072,9980,0,7,2.90,1.13,2
1389,1072,9980,0,7,5.26,2.21,2
1547,1072,2866,0,7,7.14,3.36,3
1137,1072,2866,0,7,7.08,2.83,4
395,1072,2866,0,7,4.44,1.73,2
378,1072,6611,0,7,4.44,1.47,4
1114,1072,6611,0,7,13.68,4.79,4
1291,1072,6611,0,7,6.90,3.04,3
1175,1072,6611,0,7,5.19,2.02,3
1524,1072,6611,0,7,2.52,0.93,2
62,1072,6611,0,7,7.64,2.98,2
505,1072,6611,0,7,5.01,2.40,3
1184,1072,7583,0,7,8.52,3.24,3
1488,1072,3416,0,7,7.02,2.39,3
558,1072,3416,0,7,1.60,0.75,2
962,1072,3416,0,7,5.61,2.58,3
579,1072,3416,0,7,2.49,0.80,3
169,1072,3416,0,7,5.94,2.26,3
985,1072,3416,0,7,2.88,1.35,4
1236,1072,6284,0,7,13.28,6.37,4
1293,1072,6284,0,7,5.76,2.48,4
710,1072,6284,0,7,2.38,0.93,2
454,1072,593,0,7,2.79,1.03,3
937,1072,593,0,7,14.44,6.06,4
1047,1072,593,0,7,12.92,6.20,4
1261,1072,792,0,7,1.80,0.81,3
464,1072,792,0,7,10.68,4.38,3
468,1072,792,0,7,5.22,2.30,3
1283,1072,792,0,7,2.37,0.78,3
1539,1072,792,0,7,10.74,5.16,3
391,1072,7637,0,7,3.93,1.34,3
508,1072,1900,0,7,15.16,5.00,4
751,1072,1900,0,7,8.76,4.03,4
435,1072,1900,0,7,8.49,3.40,3
1383,1072,1900,0,7,7.77,3.11,3
1240,1072,1900,0,7,9.04,4.16,4
1257,1072,1900,0,7,7.76,2.95,4
1207,1072,1900,0,7,5.67,2.10,3
1356,1072,1900,0,7,4.80,1.78,3
1057,1072,6621,0,7,2.86,1.09,2
980,1072,6621,0,7,5.16,1.75,3
797,1072,6621,0,7,6.57,1.97,3
1346,1072,6621,0,7,4.70,1.88,2
1257,1072,6621,0,7,3.88,1.94,2
381,1072,6621,0,7,6.99,3.15,3
1450,1072,6621,0,7,8.31,3.91,3
1504,1072,9546,0,7,4.77,1.53,3
29,1072,9546,0,7,5.34,1.66,3
1337,1072,9546,0,7,2.28,0.71,4
528,1072,9546,0,7,2.88,1.24,3
1398,1072,9546,0,7,15.75,5.67,5
761,1072,9546,0,7,5.10,1.58,3
285,1072,9546,0,7,7.44,2.75,4
923,1072,6424,0,7,5.76,2.48,4
1019,1072,6424,0,7,14.96,5.24,4
1462,1072,6424,0,7,2.92,1.43,4
547,1072,6424,0,7,4.62,1.62,2
1493,1072,2093,0,7,15.84,6.97,4
844,1072,2093,0,7,6.62,2.58,2
1233,1072,2093,0,7,1.46,0.60,2
1210,1072,2093,0,7,5.10,2.24,3
134,1072,2093,0,7,9.72,3.30,4
245,1072,2093,0,7,4.47,2.24,3
328,1072,2093,0,7,3.78,1.21,3
1270,1072,4616,0,7,10.76,3.55,4
367,1072,4616,0,7,6.98,3.42,2
1104,1072,4616,0,7,4.90,1.52,2
575,1072,4616,0,7,11.24,4.50,4
479,1072,1743,0,7,6.45,2.77,3
430,1072,1743,0,7,5.40,1.94,3
579,1072,1743,0,7,2.49,1.22,3
242,1072,7705,0,7,5.18,1.92,2
313,1072,7705,0,7,8.55,3.51,3
929,1072,7705,0,7,1.59,0.59,3
226,1072,7705,0,7,2.28,0.75,3
363,1072,7705,0,7,5.46,1.97,3
989,1072,6223,0,7,3.36,1.48,4
1165,1072,6223,0,7,8.46,3.89,3
1049,1072,6223,0,7,15.72,7.70,4
1398,1072,6223,0,7,12.60,4.79,4
756,1072,2515,0,7,5.36,2.25,2
306,1072,2515,0,7,7.92,3.56,2
510,1072,2515,0,7,2.44,0.90,4
726,1072,2515,0,7,9.63,3.18,3
458,1072,3146,0,7,7.50,3.60,5
448,1072,3146,0,7,6.16,2.53,4
65,1072,3146,0,7,11.28,4.51,3
69,1072,3146,0,7,15.50,6.98,5
884,1072,3146,0,7,10.40,3.85,4
1170,1073,3246,0,7,7.95,2.62,3
1453,1073,3246,0,7,9.33,3.73,3
604,1073,3246,0,7,3.75,1.24,3
34,1073,3246,0,7,5.07,2.43,3
916,1073,3246,0,7,5.14,1.70,2
1386,1073,3246,0,7,4.92,1.97,3
918,1073,1440,0,7,8.91,3.30,3
629,1073,1440,0,7,1.65,0.61,3
492,1073,5771,0,7,3.54,1.13,2
502,1073,2809,0,7,9.51,4.66,3
319,1073,2809,0,7,3.20,1.25,2
868,1073,2809,0,7,10.74,3.87,3
779,1073,2809,0,7,5.43,2.12,3
140,1073,980,0,7,7.28,3.13,4
1382,1073,980,0,7,2.26,0.88,2
433,1073,8156,0,7,5.22,1.88,3
916,1073,8156,0,7,10.28,4.21,4
1026,1073,8156,0,7,8.52,4.00,4
1142,1073,3099,0,7,8.85,3.27,3
760,1073,3099,0,7,3.74,1.72,2
350,1073,3099,0,7,4.89,2.20,3
1165,1073,3099,0,7,8.46,2.54,3
32,1073,9158,0,7,11.44,4.69,4
541,1073,9158,0,7,3.76,1.13,2
984,1073,9158,0,7,3.24,1.49,4
69,1073,9158,0,7,6.20,2.60,2
1257,1073,9158,0,7,3.88,1.71,2
1540,1073,9158,0,7,14.08,4.65,4
691,1073,9158,0,7,5.70,2.51,2
1104,1073,9960,0,7,9.80,4.70,4
1241,1073,9960,0,7,8.94,2.86,3
412,1073,9986,0,7,4.14,1.45,3
1347,1073,9986,0,7,3.54,1.17,2
511,1073,9986,0,7,2.04,0.67,3
1048,1073,9986,0,7,6.63,2.92,3
266,1073,9986,0,7,4.86,1.51,3
1054,1073,9986,0,7,2.96,1.36,2
1391,1073,9986,0,7,4.64,2.13,4
1216,1073,7294,0,7,8.44,2.70,4
154,1073,7294,0,7,3.92,1.84,2
956,1073,7294,0,7,3.60,1.55,3
933,1073,7294,0,7,10.14,4.66,3
1416,1073,7294,0,7,8.34,2.92,3
613,1073,1210,0,7,5.46,1.69,3
996,1073,7127,0,7,3.40,1.63,4
1545,1073,7127,0,7,6.87,2.82,3
1456,1073,7127,0,7,5.49,2.20,3
580,1073,7127,0,7,7.23,3.33,3
91,1073,7127,0,7,5.36,1.72,2
414,1073,7127,0,7,8.31,3.74,3
1546,1073,3183,0,7,1.83,0.55,3
1110,1073,3183,0,7,5.60,1.68,2
34,1073,3183,0,7,3.38,1.22,2
144,1073,3183,0,7,2.04,0.92,4
662,1073,892,0,7,9.20,3.13,4
1039,1073,892,0,7,3.24,1.26,4
1467,1073,892,0,7,11.64,5.35,3
912,1073,892,0,7,7.89,3.47,3
1434,1073,892,0,7,2.79,1.20,3
1012,1073,892,0,7,8.28,3.56,3
1135,1073,892,0,7,3.92,1.37,2
352,1073,892,0,7,1.34,0.64,2
1334,1073,4599,0,7,7.36,3.39,4
1311,1073,4599,0,7,6.44,2.70,2
236,1073,4599,0,7,3.62,1.59,2
443,1073,4599,0,7,2.66,1.25,2
526,1073,4599,0,7,9.00,3.24,4
44,1073,4107,0,7,5.86,2.40,2
167,1073,4107,0,7,1.80,0.85,3
942,1073,4107,0,7,9.36,3.09,4
965,1073,6793,0,7,6.12,2.63,4
1248,1073,6793,0,7,9.99,3.80,3
400,1073,6793,0,7,5.72,1.94,4
244,1073,6793,0,7,8.10,3.00,3
1126,1073,6793,0,7,3.48,1.60,3
891,1073,6793,0,7,9.88,3.56,4
308,1073,6793,0,7,6.54,2.42,3
358,1073,8540,0,7,11.25,5.29,3
761,1073,8540,0,7,5.10,2.30,3
1523,1073,8540,0,7,3.12,1.40,2
1527,1073,8540,0,7,13.84,6.23,4
784,1073,8540,0,7,1.56,0.58,3
1264,1073,10144,0,7,7.05,2.40,3
1547,1073,10144,0,7,9.52,3.90,4
698,1073,10144,0,7,6.99,2.73,3
542,1073,10144,0,7,4.53,1.72,3
1424,1073,10144,0,7,15.64,5.94,4
1481,1073,10144,0,7,3.86,1.16,2
1013,1073,4338,0,7,4.65,1.77,3
723,1073,4338,0,7,1.53,0.72,3
447,1073,4338,0,7,8.64,3.63,3
1029,1073,5608,0,7,6.72,2.96,4
673,1073,5608,0,7,8.22,2.71,3
596,1073,5608,0,7,1.92,0.94,3
413,1073,5608,0,7,6.75,3.11,3
1289,1073,4827,0,7,4.84,1.89,4
307,1073,4827,0,7,2.96,1.21,2
551,1073,4827,0,7,12.84,5.78,4
234,1073,4827,0,7,8.10,2.84,3
1183,1073,4827,0,7,7.70,2.39,5
1039,1073,4827,0,7,3.24,1.07,4
854,1073,5942,0,7,4.80,1.49,3
444,1073,5942,0,7,10.36,5.18,4
1259,1073,5942,0,7,6.42,2.25,3
371,1073,5942,0,7,1.98,0.83,3
748,1073,5942,0,7,4.40,1.76,2
1176,1073,5942,0,7,5.13,1.80,3
621,1073,5942,0,7,2.78,1.00,2
1338,1073,4375,0,7,4.44,1.73,2
1355,1073,4375,0,7,2.52,1.13,4
1305,1073,4375,0,7,1.71,0.53,3
1455,1073,4375,0,7,7.59,3.34,3
1005,1073,4375,0,7,5.48,2.36,2
795,1073,4375,0,7,2.88,1.41,3
1378,1073,3701,0,7,2.19,0.94,3
822,1073,3701,0,7,5.58,1.84,3
1345,1073,3701,0,7,11.04,3.97,3
1225,1073,1104,0,7,6.88,2.55,4
110,1073,1104,0,7,4.70,1.88,2
753,1073,1104,0,7,3.78,1.32,2
383,1073,1104,0,7,5.50,2.48,2
953,1073,2586,0,7,8.22,2.88,3
936,1073,9575,0,7,5.56,1.83,2
1392,1073,9575,0,7,1.66,0.65,2
179,1073,3157,0,7,8.25,3.88,3
940,1073,3157,0,7,8.52,4.17,3
944,1073,3157,0,7,2.64,0.84,3
202,1073,3157,0,7,2.98,1.25,2
458,1073,3157,0,7,3.00,1.11,2
834,1073,3157,0,7,8.88,3.55,3
119,1073,3157,0,7,4.56,1.96,2
302,1073,3946,0,7,6.90,2.69,2
158,1073,3946,0,7,4.74,1.52,3
175,1073,3946,0,7,11.55,3.70,3
125,1073,3946,0,7,6.96,2.16,3
275,1073,3946,0,7,6.54,2.42,2
355,1073,6754,0,7,3.24,1.26,4
1530,1073,6754,0,7,3.81,1.33,3
1534,1073,6754,0,7,5.56,1.78,2
1264,1073,3768,0,7,7.05,2.54,3
775,1073,3768,0,7,3.80,1.44,4
1098,1073,3768,0,7,5.56,2.22,4
1274,1073,3768,0,7,5.24,2.41,4
474,1073,6946,0,7,10.56,4.54,3
424,1073,6946,0,7,4.35,1.57,3
573,1073,6946,0,7,10.17,3.46,3
650,1073,7127,0,7,4.65,1.72,3
307,1073,7127,0,7,4.44,1.64,3
923,1073,7127,0,7,4.32,2.12,3
634,1073,7127,0,7,5.06,2.13,2
324,1073,5297,0,7,5.91,1.77,3
873,1073,5297,0,7,4.70,1.88,2
783,1073,5297,0,7,7.41,2.67,3
132,1073,8600,0,7,7.68,3.30,4
693,1073,8600,0,7,3.98,1.55,2
1297,1073,8600,0,7,3.32,1.39,2
315,1073,8600,0,7,3.84,1.19,4
144,1073,8600,0,7,2.04,0.75,4
1386,1073,8600,0,7,4.92,1.87,3
452,1073,8557,0,7,4.96,1.69,2
856,1073,8557,0,7,7.17,2.87,3
473,1073,8557,0,7,2.92,0.96,4
63,1073,8557,0,7,8.85,4.07,3
879,1073,8557,0,7,3.33,1.03,3
1548,1073,8557,0,7,2.01,0.74,3
1511,1073,8557,0,7,4.80,2.35,4
30,1073,2411,0,7,5.64,2.14,4
1075,1073,2411,0,7,4.62,1.85,3
1346,1073,2411,0,7,9.40,4.51,4
809,1073,7081,0,7,3.66,1.61,3
587,1073,7081,0,7,9.81,4.22,3
110,1073,7081,0,7,4.70,2.30,2
1094,1073,6688,0,7,7.54,3.77,2
125,1073,6688,0,7,9.28,4.55,4
1161,1073,6730,0,7,10.77,3.66,3
1243,1085,3632,0,7,5.90,1.89,5
1287,1085,3632,0,7,4.20,1.72,3
12,1085,3632,0,7,6.16,2.28,4
721,1085,3632,0,7,9.04,3.53,4
565,1085,3632,0,7,3.60,1.51,4
1447,1085,3632,0,7,8.88,4.26,3
420,1085,2424,0,7,9.08,3.54,4
1035,1085,2424,0,7,3.33,1.57,3
746,1085,2424,0,7,11.94,5.13,3
470,1085,2424,0,7,8.70,3.39,3
985,1085,8546,0,7,2.88,1.41,4
896,1085,8546,0,7,8.04,3.94,3
20,1085,8546,0,7,8.34,2.92,3
1220,1085,5014,0,7,3.90,1.83,2
1409,1085,5014,0,7,2.65,1.22,5
833,1085,336,0,7,9.56,4.11,4
184,1085,336,0,7,10.20,5.00,3
987,1085,336,0,7,7.77,3.65,3
550,1085,336,0,7,7.20,3.31,3
467,1085,7560,0,7,11.43,4.69,3
1282,1085,7560,0,7,13.76,5.37,4
394,1085,7560,0,7,12.52,5.26,4
770,1085,7560,0,7,3.66,1.35,2
1199,1085,7560,0,7,7.68,2.53,3
652,1085,6590,0,7,3.34,1.47,2
1534,1085,6590,0,7,11.12,5.45,4
446,1085,6590,0,7,15.00,5.25,4
1008,1085,6590,0,7,2.67,1.25,3
53,1085,6590,0,7,10.83,4.44,3
1141,1085,6958,0,7,5.36,1.72,4
1211,1085,6958,0,7,15.16,6.82,4
693,1085,3831,0,7,7.96,3.90,4
383,1085,5717,0,7,5.50,1.98,2
1171,1085,5717,0,7,9.54,3.05,3
1508,1085,5717,0,7,7.08,3.40,2
1325,1085,5717,0,7,2.86,0.86,2
316,1085,5717,0,7,5.24,2.04,4
227,1085,5717,0,7,3.96,1.39,2
1117,1085,4357,0,7,7.28,3.57,2
1333,1085,4357,0,7,3.72,1.30,4
684,1085,4357,0,7,2.04,0.98,3
1073,1085,4357,0,7,6.90,3.24,2
1050,1085,4357,0,7,5.12,1.69,4
141,1085,3034,0,7,15.72,7.86,4
730,1085,3034,0,7,3.44,1.14,2
108,1085,3034,0,7,6.57,2.76,3
830,1085,3034,0,7,7.35,2.79,3
1367,1085,3034,0,7,10.71,4.39,3
528,1085,868,0,7,1.92,0.65,2
1104,1085,868,0,7,7.35,2.35,3
1347,1085,868,0,7,5.31,1.65,3
345,1085,3076,0,7,6.33,2.72,3
95,1085,3076,0,7,2.92,1.05,2
904,1085,273,0,7,6.00,2.94,4
388,1085,273,0,7,7.05,3.38,3
378,1085,273,0,7,2.22,0.75,2
1553,1085,273,0,7,3.72,1.60,2
1006,1085,5989,0,7,8.56,2.91,4
890,1085,5989,0,7,10.44,3.86,4
1239,1085,5989,0,7,9.12,4.20,4
191,1085,5989,0,7,5.74,2.07,2
220,1085,5989,0,7,7.65,2.45,3
1428,1085,7300,0,7,11.58,4.98,3
353,1085,7300,0,7,7.85,3.06,5
657,1085,7880,0,7,6.36,2.48,3
380,1085,7880,0,7,3.66,1.13,3
796,1085,7880,0,7,2.64,1.16,2
1106,1085,7880,0,7,4.56,1.96,3
687,1085,7880,0,7,1.94,0.93,2
271,1085,5054,0,7,4.74,2.23,2
367,1085,5054,0,7,10.47,4.19,3
810,1085,5054,0,7,2.28,1.03,4
1453,1085,5054,0,7,6.22,1.93,2
1496,1085,5054,0,7,7.41,3.26,3
221,1085,5054,0,7,14.64,4.83,4
517,1085,5054,0,7,10.20,3.88,3
361,1085,5054,0,7,3.39,1.49,3
878,1085,4450,0,7,5.61,2.24,3
496,1085,4450,0,7,2.52,0.91,3
86,1085,4450,0,7,11.88,4.51,4
229,1085,10205,0,7,6.69,3.08,3
885,1085,10205,0,7,2.76,1.35,2
63,1085,10205,0,7,8.85,2.92,3
1384,1085,10205,0,7,7.71,3.70,3
1267,1085,10205,0,7,6.40,2.43,4
59,1085,10205,0,7,4.20,1.68,3
1352,1085,3198,0,7,10.60,4.77,4
1435,1085,3198,0,7,5.44,2.39,2
1186,1085,3198,0,7,5.04,2.47,3
376,1085,3198,0,7,6.81,2.45,3
832,1085,3198,0,7,12.96,4.41,4
609,1085,3198,0,7,12.95,4.27,5
133,1085,3198,0,7,2.10,1.03,3
358,1085,4827,0,7,18.75,5.63,5
861,1085,5322,0,7,7.35,3.31,3
185,1085,5322,0,7,2.28,0.93,4
241,1085,5322,0,7,8.73,3.75,3
1217,1085,5322,0,7,5.08,2.34,4
1406,1085,5322,0,7,1.68,0.59,3
424,1085,5322,0,7,5.80,1.80,4
1473,1085,5547,0,7,4.72,1.51,2
225,1085,5547,0,7,11.67,5.60,3
1267,1085,5547,0,7,6.40,2.82,4
1256,1085,5547,0,7,2.44,0.81,2
874,1085,5547,0,7,3.18,1.34,2
878,1085,5547,0,7,5.61,2.13,3
1037,1085,8360,0,7,1.74,0.63,3
941,1085,2782,0,7,11.85,3.56,3
332,1085,2782,0,7,4.42,1.46,2
189,1085,2782,0,7,10.35,4.04,3
205,1085,2782,0,7,8.13,2.85,3
155,1085,2782,0,7,11.43,4.23,3
305,1085,2782,0,7,13.56,5.42,4
1414,1085,2782,0,7,4.02,1.97,3
1039,1085,3188,0,7,1.62,0.68,2
1162,1085,3188,0,7,6.36,2.04,4
380,1085,3188,0,7,4.88,2.34,4
24,1085,3188,0,7,5.19,1.56,3
1505,1085,3188,0,7,11.00,4.29,4
1322,1085,3188,0,7,6.40,2.30,2
313,1085,3188,0,7,8.55,2.74,3
224,1085,3188,0,7,6.92,2.42,4
304,1085,2326,0,7,5.67,1.93,3
1053,1085,2326,0,7,3.70,1.48,2
1509,1085,2326,0,7,5.96,1.97,2
1280,1085,8609,0,7,2.74,1.15,2
1242,1085,8609,0,7,3.96,1.66,2
527,1085,8609,0,7,9.52,4.47,4
1529,1085,8609,0,7,13.08,6.54,4
702,1085,8493,0,7,15.36,7.22,4
984,1085,8493,0,7,1.62,0.63,2
136,1085,8493,0,7,15.48,4.95,4
1538,1085,8493,0,7,10.20,3.16,3
862,1085,8493,0,7,5.46,1.97,2
918,1085,8493,0,7,8.91,3.83,3
1155,1085,2237,0,7,5.64,2.26,3
452,1085,2237,0,7,12.40,5.46,5
589,1085,2237,0,7,10.60,4.24,4
1269,1085,5347,0,7,15.88,7.62,4
499,1085,5347,0,7,14.80,6.81,5
836,1085,5347,0,7,3.54,1.63,3
726,1085,980,0,7,12.84,5.39,4
376,1085,2609,0,7,9.08,3.72,4
60,1085,2609,0,7,5.32,2.23,2
670,1085,8260,0,7,5.37,2.58,3
1152,1085,8260,0,7,5.26,2.26,2
849,1085,8260,0,7,4.95,2.23,3
932,1085,8260,0,7,3.18,1.08,2
185,1085,2081,0,7,1.14,0.49,2
1027,1085,2081,0,7,6.93,3.33,3
58,1085,2081,0,7,6.93,2.77,3
994,1085,2081,0,7,3.16,1.04,4
158,1085,2081,0,7,4.74,1.52,3
694,1085,2081,0,7,8.85,3.27,3
1057,1085,2081,0,7,5.72,2.57,4
831,1085,3850,0,7,7.90,2.53,5
621,1085,3850,0,7,5.56,2.61,4
837,1085,3850,0,7,4.86,2.14,3
188,1085,3850,0,7,10.32,4.75,4
991,1085,3850,0,7,13.00,4.55,4
555,1085,3850,0,7,11.52,5.18,4
1037,1085,3850,0,7,1.74,0.82,3
22,1085,2088,0,7,4.58,2.02,2
1490,1085,2088,0,7,2.80,1.12,2
615,1085,2088,0,7,4.05,1.74,3
1270,1085,2088,0,7,5.38,1.72,2
448,1085,2088,0,7,6.16,2.90,4
625,1085,2088,0,7,6.44,2.77,4
756,1085,3709,0,7,8.04,3.06,3
1239,1085,3709,0,7,9.12,3.19,4
1349,1085,3709,0,7,8.70,3.22,3
1432,1085,3709,0,7,5.40,2.16,3
660,1085,3323,0,7,8.40,3.78,3
1502,1085,3323,0,7,8.43,2.78,3
947,1085,3323,0,7,1.30,0.48,2
1469,1085,3323,0,7,6.39,2.04,3
693,1085,5541,0,7,3.98,1.51,2
1402,1085,5541,0,7,7.77,2.49,3
1246,1085,5541,0,7,3.08,1.14,2
1144,1074,10161,0,7,3.40,1.22,4
495,1074,10161,0,7,3.51,1.65,3
884,1074,10161,0,7,7.80,3.82,3
861,1074,10161,0,7,7.35,2.28,3
1343,1074,10161,0,7,8.61,3.01,3
638,1074,3750,0,7,9.45,3.40,3
1434,1074,9540,0,7,2.79,0.86,3
498,1074,9658,0,7,7.65,3.75,3
848,1074,9658,0,7,4.52,2.17,2
1357,1074,9658,0,7,8.13,3.01,3
242,1074,9658,0,7,10.36,4.87,4
1226,1074,721,0,7,11.84,4.14,4
1442,1074,721,0,7,3.28,1.64,2
380,1074,721,0,7,2.44,1.15,2
1183,1074,721,0,7,3.08,1.54,2
1160,1074,721,0,7,8.28,3.23,3
84,1074,721,0,7,8.43,2.87,3
377,1074,5359,0,7,8.40,2.86,4
414,1074,4573,0,7,5.54,2.22,2
737,1074,4573,0,7,3.84,1.42,3
913,1074,4573,0,7,3.56,1.64,2
797,1074,4573,0,7,6.57,2.30,3
1146,1074,4573,0,7,5.14,2.42,2
678,1074,2218,0,7,18.45,6.46,5
1481,1074,2218,0,7,7.72,2.55,4
1045,1074,2218,0,7,14.80,4.88,4
1527,1074,2218,0,7,13.84,4.57,4
